,Unnamed: 0,company_name,ticker,exchange,share_price,shares_offered,dollar_value_of_shares,date_of_priced,href,employees,shares_outstanding,stock_valuation,company_address,phone
1245,1254,"89bio, Inc.",ETNB,NASDAQ Global,16.0,"5,304,687","$84,874,992",2019-11-11,/market-activity/ipos/overview?dealId=1098419-90817,0,0,0.0,None,0
1246,1255,"EVmo, Inc.",YAYO,NASDAQ Capital,4.0,"2,625,000","$10,500,000",2019-11-13,/market-activity/ipos/overview?dealId=1009638-86710,0,0,0.0,None,0
1247,1256,GreenVision Acquisition Corp.,GRNVU,NASDAQ Capital,10.0,"5,000,000","$50,000,000",2019-11-19,/market-activity/ipos/overview?dealId=1099084-90873,0,0,0.0,None,0
1248,1257,CuriosityStream Inc.,SAQNU,NASDAQ Capital,10.0,"13,000,000","$130,000,000",2019-11-20,/market-activity/ipos/overview?dealId=1099480-90901,0,0,0.0,None,0
1249,1258,Amplitude Healthcare Acquisition Corp,AMHCU,NASDAQ Capital,10.0,"10,000,000","$100,000,000",2019-11-20,/market-activity/ipos/overview?dealId=1099476-90899,0,0,0.0,None,0
1250,1259,SITIME Corp,SITM,NASDAQ Global,13.0,"4,300,000","$55,900,000",2019-11-21,/market-activity/ipos/overview?dealId=793766-90886,0,0,0.0,None,0
1251,1260,Canaan Inc.,CAN,NASDAQ Global,9.0,"10,000,000","$90,000,000",2019-11-21,/market-activity/ipos/overview?dealId=1099600-90917,0,0,0.0,None,0
1252,1261,"Porch Group, Inc.",PTACU,NASDAQ Capital,10.0,"15,000,000","$150,000,000",2019-11-22,/market-activity/ipos/overview?dealId=1100254-90986,0,0,0.0,None,0
1253,1262,CHP Merger Corp.,CHPMU,NASDAQ Capital,10.0,"27,500,000","$275,000,000",2019-11-22,/market-activity/ipos/overview?dealId=1100000-90952,0,0,0.0,None,0
1254,1263,"Alpine Income Property Trust, Inc.",PINE,NYSE,19.0,"7,500,000","$142,500,000",2019-11-22,/market-activity/ipos/overview?dealId=1099278-90885,0,0,0.0,None,0
1255,1264,Alussa Energy Acquisition Corp.,ALUSU,NYSE,10.0,"25,000,000","$250,000,000",2019-11-26,/market-activity/ipos/overview?dealId=1100090-90962,0,0,0.0,None,0
1256,1265,"LMP Automotive Holdings, Inc.",LMPX,NASDAQ Capital,5.0,"2,300,000","$11,500,000",2019-12-05,/market-activity/ipos/overview?dealId=1046037-89931,0,0,0.0,None,0
1257,1266,Alpha Investment Inc.,ALPC,NASDAQ Capital,5.0,"1,000,000","$5,000,000",2019-12-09,/market-activity/ipos/overview?dealId=944830-91651,0,0,0.0,None,0
1258,1267,LIV Capital Acquisition Corp.,LIVKU,NASDAQ Capital,10.0,"7,000,000","$70,000,000",2019-12-11,/market-activity/ipos/overview?dealId=1101835-91126,0,0,0.0,None,0
1259,1268,XP Inc.,XP,NASDAQ Global Select,27.0,"72,510,641","$1,957,787,307",2019-12-11,/market-activity/ipos/overview?dealId=1101440-91088,0,0,0.0,None,0
1260,1269,EHang Holdings Ltd,EH,NASDAQ Global,12.5,"3,200,000","$40,000,000",2019-12-12,/market-activity/ipos/overview?dealId=1099995-90951,0,0,0.0,None,0
1261,1270,"Bill.com Holdings, Inc.",BILL,NYSE,22.0,"9,823,529","$216,117,638",2019-12-12,/market-activity/ipos/overview?dealId=1101475-91090,0,0,0.0,None,0
1262,1271,"SOC Telemed, Inc.",HCCOU,NASDAQ Capital,10.0,"22,000,000","$220,000,000",2019-12-13,/market-activity/ipos/overview?dealId=1102175-91152,0,0,0.0,None,0
1263,1272,"ONECONNECT FINANCIAL TECHNOLOGY CO., LTD.",OCFT,NYSE,10.0,"31,200,000","$312,000,000",2019-12-13,/market-activity/ipos/overview?dealId=1101088-91065,0,0,0.0,None,0
1264,1273,"Sprout Social, Inc.",SPT,NASDAQ Capital,17.0,"8,823,530","$150,000,010",2019-12-13,/market-activity/ipos/overview?dealId=852090-90895,0,0,0.0,None,0
1265,1274,"Arrival Vault US, Inc.",CIICU,NASDAQ Capital,10.0,"22,500,000","$225,000,000",2019-12-13,/market-activity/ipos/overview?dealId=1102067-91145,0,0,0.0,None,0
1266,1275,Monopar Therapeutics,MNPR,NASDAQ Capital,8.0,"1,111,112","$8,888,896",2019-12-19,/market-activity/ipos/overview?dealId=968362-90393,0,0,0.0,None,0
1267,1276,Indonesia Energy Corp Ltd,INDO,NYSE MKT,11.0,"1,363,637","$15,000,007",2019-12-19,/market-activity/ipos/overview?dealId=1092219-90237,0,0,0.0,None,0
1268,1277,Molecular Data Inc.,MKD,NASDAQ Global Select,5.38,"11,500,000","$61,870,000",2019-12-30,/market-activity/ipos/overview?dealId=1103069-91215,0,0,0.0,None,0
1269,1278,"Aeva Technologies, Inc.",IPV'U,NYSE,10.0,"21,000,000","$210,000,000",2020-02-04,/market-activity/ipos/overview?dealId=1105761-91415,0,0,0.0,None,0
1270,1279,"PPD, Inc.",PPD,NASDAQ Global Select,27.0,"60,000,000","$1,620,000,000",2020-02-06,/market-activity/ipos/overview?dealId=1105822-91416,0,0,0.0,None,0
1271,1280,Casper Sleep Inc.,CSPR,NYSE,12.0,"8,350,000","$100,200,000",2020-02-06,/market-activity/ipos/overview?dealId=925895-91428,0,0,0.0,None,0
1272,1281,"Schrodinger, Inc.",SDGR,NASDAQ Global Select,17.0,"11,882,352","$201,999,984",2020-02-06,/market-activity/ipos/overview?dealId=827807-91441,0,0,0.0,None,0
1273,1282,Beam Therapeutics Inc.,BEAM,NASDAQ Global Select,17.0,"10,588,236","$180,000,012",2020-02-06,/market-activity/ipos/overview?dealId=1061439-90721,0,0,0.0,None,0
1274,1283,Professional Holding Corp.,PFHD,NASDAQ Global Select,18.5,"3,100,000","$57,350,000",2020-02-07,/market-activity/ipos/overview?dealId=962916-91402,0,0,0.0,None,0
1275,1284,"NexPoint Real Estate Finance, Inc.",NREF,NYSE,19.0,"5,000,000","$95,000,000",2020-02-07,/market-activity/ipos/overview?dealId=1104551-91340,0,0,0.0,None,0
1276,1285,OneWater Marine Inc.,ONEW,NASDAQ Global,12.0,"4,615,385","$55,384,620",2020-02-07,/market-activity/ipos/overview?dealId=1090857-90129,0,0,0.0,None,0
1277,1286,Greenrose Acquisition Corp.,GNRSU,NASDAQ Capital,10.0,"15,000,000","$150,000,000",2020-02-11,/market-activity/ipos/overview?dealId=1104711-91356,0,0,0.0,None,0
1278,1287,CITIC Capital Acquisition Corp.,CCACU,NYSE,10.0,"24,000,000","$240,000,000",2020-02-11,/market-activity/ipos/overview?dealId=1107144-91507,0,0,0.0,None,0
1279,1288,Huize Holding Ltd,HUIZ,NASDAQ Global,10.5,"5,250,000","$55,125,000",2020-02-12,/market-activity/ipos/overview?dealId=1094966-90524,0,0,0.0,None,0
1280,1289,Yunhong International,ZGYHU,NASDAQ Capital,10.0,"6,000,000","$60,000,000",2020-02-13,/market-activity/ipos/overview?dealId=1089618-90025,0,0,0.0,None,0
1281,1290,"Revolution Medicines, Inc.",RVMD,NASDAQ Global Select,17.0,"14,000,000","$238,000,000",2020-02-13,/market-activity/ipos/overview?dealId=1010863-91480,0,0,0.0,None,0
1282,1291,"Muscle Maker, Inc.",GRIL,NASDAQ Capital,5.0,"1,540,000","$7,700,000",2020-02-13,/market-activity/ipos/overview?dealId=1019512-91163,0,0,0.0,None,0
1283,1292,"TRXADE GROUP, INC.",MEDS,NASDAQ Capital,6.5,"806,452","$5,241,938",2020-02-13,/market-activity/ipos/overview?dealId=747429-91280,0,0,0.0,None,0
1284,1293,MultiPlan Corp,CCXXU,NYSE,10.0,"100,000,000","$1,000,000,000",2020-02-14,/market-activity/ipos/overview?dealId=1107781-91563,0,0,0.0,None,0
1285,1294,Nuvve Holding Corp.,NBACU,NASDAQ Capital,10.0,"5,000,000","$50,000,000",2020-02-14,/market-activity/ipos/overview?dealId=1105376-91384,0,0,0.0,None,0
1286,1295,East Stone Acquisition Corp,ESSCU,NASDAQ Capital,10.0,"12,000,000","$120,000,000",2020-02-20,/market-activity/ipos/overview?dealId=1106762-91474,0,0,0.0,None,0
1287,1296,"Rush Street Interactive, Inc.",DMYTU,NYSE,10.0,"20,000,000","$200,000,000",2020-02-21,/market-activity/ipos/overview?dealId=1108122-91581,0,0,0.0,None,0
1288,1297,Zhongchao Inc.,ZCMD,NASDAQ Capital,4.0,"3,000,000","$12,000,000",2020-02-24,/market-activity/ipos/overview?dealId=1101930-91133,0,0,0.0,None,0
1289,1298,"Passage BIO, Inc.",PASG,NASDAQ Global Select,18.0,"12,000,000","$216,000,000",2020-02-28,/market-activity/ipos/overview?dealId=1095171-91585,0,0,0.0,None,0
1290,1299,Collective Growth Corp,CGROU,NASDAQ Capital,10.0,"15,000,000","$150,000,000",2020-05-01,/market-activity/ipos/overview?dealId=1111059-91826,0,0,0.0,None,0
1291,1300,"Lyra Therapeutics, Inc.",LYRA,NASDAQ Global,16.0,"3,500,000","$56,000,000",2020-05-01,/market-activity/ipos/overview?dealId=674195-91878,0,0,0.0,None,0
1292,1301,GAN Ltd,GAN,NASDAQ Capital,8.5,"6,380,000","$54,230,000",2020-05-05,/market-activity/ipos/overview?dealId=1113320-92004,0,0,0.0,None,0
1293,1302,"PURECYCLE TECHNOLOGIES, INC.",ROCHU,NASDAQ Capital,10.0,"7,500,000","$75,000,000",2020-05-05,/market-activity/ipos/overview?dealId=1111211-91844,0,0,0.0,None,0
1294,1303,Sustainable Opportunities Acquisition Corp.,SOACU,NYSE,10.0,"30,000,000","$300,000,000",2020-05-06,/market-activity/ipos/overview?dealId=1112687-91961,0,0,0.0,None,0
1295,1304,"Danimer Scientific, Inc.",LOAKU,NYSE,10.0,"20,000,000","$200,000,000",2020-05-06,/market-activity/ipos/overview?dealId=1111087-91827,0,0,0.0,None,0
1296,1305,China Liberal Education Holdings Ltd,CLEU,NASDAQ Capital,6.0,"1,333,333","$7,999,998",2020-05-08,/market-activity/ipos/overview?dealId=1092673-90273,0,0,0.0,None,0
1297,1306,"Ayala Pharmaceuticals, Inc.",AYLA,NASDAQ Global,15.0,"3,666,667","$55,000,005",2020-05-08,/market-activity/ipos/overview?dealId=1111669-91871,0,0,0.0,None,0
1298,1307,Kingsoft Cloud Holdings Ltd,KC,NASDAQ Global Select,17.0,"30,000,000","$510,000,000",2020-05-08,/market-activity/ipos/overview?dealId=1115099-92173,0,0,0.0,None,0
1299,1308,"GigCapital3, Inc.",GIK'U,NYSE,10.0,"20,000,000","$200,000,000",2020-05-14,/market-activity/ipos/overview?dealId=1110621-91763,0,0,0.0,None,0
1300,1309,Jaws Acquisition Corp.,JWS'U,NYSE,10.0,"60,000,000","$600,000,000",2020-05-14,/market-activity/ipos/overview?dealId=1116085-92247,0,0,0.0,None,0
1301,1310,ADC Therapeutics SA,ADCT,NYSE,19.0,"12,245,631","$232,666,989",2020-05-15,/market-activity/ipos/overview?dealId=1095306-92232,0,0,0.0,None,0
1302,1311,"AppHarvest, Inc.",NOVSU,NASDAQ Capital,10.0,"10,000,000","$100,000,000",2020-05-15,/market-activity/ipos/overview?dealId=1116110-92249,0,0,0.0,None,0
1303,1312,"Eos Energy Enterprises, Inc.",BMRGU,NYSE,10.0,"17,500,000","$175,000,000",2020-05-20,/market-activity/ipos/overview?dealId=1115560-92218,0,0,0.0,None,0
1304,1313,"Butterfly Network, Inc.",LGVWU,NYSE,10.0,"36,000,000","$360,000,000",2020-05-21,/market-activity/ipos/overview?dealId=1116407-92282,0,0,0.0,None,0
1305,1314,"SelectQuote, Inc.",SLQT,NYSE,20.0,"28,500,000","$570,000,000",2020-05-21,/market-activity/ipos/overview?dealId=1110384-91734,0,0,0.0,None,0
1306,1315,"Inari Medical, Inc.",NARI,NASDAQ Global Select,19.0,"8,202,565","$155,848,735",2020-05-22,/market-activity/ipos/overview?dealId=864405-91738,0,0,0.0,None,0
1307,1316,Foley Trasimene Acquisition Corp.,WPF'U,NYSE,10.0,"90,000,000","$900,000,000",2020-05-27,/market-activity/ipos/overview?dealId=1116900-92368,0,0,0.0,None,0
1308,1317,"PLIANT THERAPEUTICS, INC.",PLRX,NASDAQ Global Select,16.0,"9,000,000","$144,000,000",2020-06-03,/market-activity/ipos/overview?dealId=1059589-92376,0,0,0.0,None,0
1309,1318,Warner Music Group Corp.,WMG,NASDAQ Global Select,25.0,"77,000,000","$1,925,000,000",2020-06-03,/market-activity/ipos/overview?dealId=667095-91616,0,0,0.0,None,0
1310,1319,ZoomInfo Technologies Inc.,ZI,NASDAQ Global Select,21.0,"44,500,000","$934,500,000",2020-06-04,/market-activity/ipos/overview?dealId=1110768-91781,0,0,0.0,None,0
1311,1320,Legend Biotech Corp,LEGN,NASDAQ Global Select,23.0,"18,425,000","$423,775,000",2020-06-05,/market-activity/ipos/overview?dealId=1114251-92426,0,0,0.0,None,0
1312,1321,"Shift4 Payments, Inc.",FOUR,NYSE,23.0,"15,000,000","$345,000,000",2020-06-05,/market-activity/ipos/overview?dealId=1117559-92459,0,0,0.0,None,0
1313,1322,Calliditas Therapeutics AB,CALT,NASDAQ Global Select,19.5,"4,153,385","$80,991,008",2020-06-05,/market-activity/ipos/overview?dealId=1117306-92434,0,0,0.0,None,0
1314,1323,Dada Nexus Ltd,DADA,NASDAQ Global Select,16.0,"20,000,000","$320,000,000",2020-06-05,/market-activity/ipos/overview?dealId=1117138-92405,0,0,0.0,None,0
1315,1324,"Cerevel Therapeutics Holdings, Inc.",ARYBU,NASDAQ Capital,10.0,"13,000,000","$130,000,000",2020-06-05,/market-activity/ipos/overview?dealId=1117699-92488,0,0,0.0,None,0
1316,1325,Applied Molecular Transport Inc.,AMTI,NASDAQ Global Select,14.0,"11,000,000","$154,000,000",2020-06-05,/market-activity/ipos/overview?dealId=1117657-92476,0,0,0.0,None,0
1317,1326,"PLBY Group, Inc.",MCACU,NASDAQ Capital,10.0,"5,000,000","$50,000,000",2020-06-05,/market-activity/ipos/overview?dealId=1117568-92464,0,0,0.0,None,0
1318,1327,"Vroom, Inc.",VRM,NASDAQ Global Select,22.0,"21,250,000","$467,500,000",2020-06-09,/market-activity/ipos/overview?dealId=910204-92485,0,0,0.0,None,0
1319,1328,Hudson Executive Investment Corp.,HECCU,NASDAQ Capital,10.0,"36,000,000","$360,000,000",2020-06-09,/market-activity/ipos/overview?dealId=1117995-92525,0,0,0.0,None,0
1320,1329,uCloudlink Group Inc.,UCL,NASDAQ Global,18.0,"2,010,000","$36,180,000",2020-06-10,/market-activity/ipos/overview?dealId=1116506-92297,0,0,0.0,None,0
1321,1330,Lantern Pharma Inc.,LTRN,NASDAQ Capital,15.0,"1,750,000","$26,250,000",2020-06-11,/market-activity/ipos/overview?dealId=1074553-92166,0,0,0.0,None,0
1322,1331,Burning Rock Biotech Ltd,BNR,NASDAQ Global,16.5,"13,500,000","$222,750,000",2020-06-12,/market-activity/ipos/overview?dealId=1118011-92531,0,0,0.0,None,0
1323,1332,AZEK Co Inc.,AZEK,NYSE,23.0,"33,250,000","$764,750,000",2020-06-12,/market-activity/ipos/overview?dealId=1108834-91621,0,0,0.0,None,0
1324,1333,Generation Bio Co.,GBIO,NASDAQ Global Select,19.0,"10,500,000","$199,500,000",2020-06-12,/market-activity/ipos/overview?dealId=1047390-92534,0,0,0.0,None,0
1325,1334,"Vaxcyte, Inc.",PCVX,NASDAQ Global Select,16.0,"15,625,000","$250,000,000",2020-06-12,/market-activity/ipos/overview?dealId=971386-92547,0,0,0.0,None,0
1326,1335,"Avidity Biosciences, Inc.",RNA,NASDAQ Global,18.0,"14,400,000","$259,200,000",2020-06-12,/market-activity/ipos/overview?dealId=927563-92536,0,0,0.0,None,0
1327,1336,Royalty Pharma plc,RPRX,NASDAQ Global Select,28.0,"77,681,670","$2,175,086,760",2020-06-16,/market-activity/ipos/overview?dealId=1118107-92548,0,0,0.0,None,0
1328,1337,Trebia Acquisition Corp.,TREBU,NYSE,10.0,"45,000,000","$450,000,000",2020-06-17,/market-activity/ipos/overview?dealId=1118681-92599,0,0,0.0,None,0
1329,1338,Repare Therapeutics Inc.,RPTX,NASDAQ Global Select,20.0,"11,000,000","$220,000,000",2020-06-19,/market-activity/ipos/overview?dealId=1118673-92598,0,0,0.0,None,0
1330,1339,"PROGENITY, INC.",PROG,NASDAQ Global,15.0,"6,666,667","$100,000,005",2020-06-19,/market-activity/ipos/overview?dealId=909699-92573,0,0,0.0,None,0
1331,1340,Genetron Holdings Ltd,GTH,NASDAQ Global,16.0,"16,000,000","$256,000,000",2020-06-19,/market-activity/ipos/overview?dealId=1101913-91132,0,0,0.0,None,0
1332,1341,"Forma Therapeutics Holdings, Inc.",FMTX,NASDAQ Global,20.0,"13,882,352","$277,647,040",2020-06-19,/market-activity/ipos/overview?dealId=872107-92587,0,0,0.0,None,0
1333,1342,Brilliant Acquisition Corp,BRLIU,NASDAQ Capital,10.0,"4,000,000","$40,000,000",2020-06-24,/market-activity/ipos/overview?dealId=1112366-91925,0,0,0.0,None,0
1334,1343,PolyPid Ltd.,PYPD,NASDAQ Global,16.0,"3,750,000","$60,000,000",2020-06-26,/market-activity/ipos/overview?dealId=947080-92678,0,0,0.0,None,0
1335,1344,"Albertsons Companies, Inc.",ACI,NYSE,16.0,"50,000,000","$800,000,000",2020-06-26,/market-activity/ipos/overview?dealId=970028-91876,0,0,0.0,None,0
1336,1345,"Akouos, Inc.",AKUS,NASDAQ Global Select,17.0,"12,500,000","$212,500,000",2020-06-26,/market-activity/ipos/overview?dealId=1037280-92677,0,0,0.0,None,0
1337,1346,"Agora, Inc.",API,NASDAQ Global Select,20.0,"17,500,000","$350,000,000",2020-06-26,/market-activity/ipos/overview?dealId=1119203-92665,0,0,0.0,None,0
1338,1347,Fusion Acquisition Corp.,FUSEU,NYSE,10.0,"30,500,000","$305,000,000",2020-06-26,/market-activity/ipos/overview?dealId=1119358-92711,0,0,0.0,None,0
1339,1348,Ebang International Holdings Inc.,EBON,NASDAQ Global Select,5.23,"19,264,337","$100,752,483",2020-06-26,/market-activity/ipos/overview?dealId=1115664-92233,0,0,0.0,None,0
1340,1349,QuantumScape Corp,KCACU,NYSE,10.0,"20,000,000","$200,000,000",2020-06-26,/market-activity/ipos/overview?dealId=1119467-92724,0,0,0.0,None,0
1341,1350,Fusion Pharmaceuticals Inc.,FUSN,NASDAQ Global Select,17.0,"12,500,000","$212,500,000",2020-06-26,/market-activity/ipos/overview?dealId=1119222-92670,0,0,0.0,None,0
1342,1351,"ADiTx Therapeutics, Inc.",ADTX,NASDAQ Capital,9.0,"1,226,668","$11,040,012",2020-06-30,/market-activity/ipos/overview?dealId=1049568-91465,0,0,0.0,None,0
1343,1352,Nuvation Bio Inc.,PANAU,NYSE,10.0,"12,500,000","$125,000,000",2020-07-01,/market-activity/ipos/overview?dealId=1119812-92760,0,0,0.0,None,0
1344,1353,"Dun & Bradstreet Holdings, Inc.",DNB,NYSE,22.0,"78,302,272","$1,722,649,984",2020-07-01,/market-activity/ipos/overview?dealId=1119459-92723,0,0,0.0,None,0
1345,1354,"Lemonade, Inc.",LMND,NYSE,29.0,"11,000,000","$319,000,000",2020-07-02,/market-activity/ipos/overview?dealId=1009623-92701,0,0,0.0,None,0
1346,1355,CAPSTAR SPECIAL PURPOSE ACQUISITION CORP.,CPSRU,NYSE,10.0,"24,000,000","$240,000,000",2020-07-02,/market-activity/ipos/overview?dealId=1119611-92738,0,0,0.0,None,0
1347,1356,"Accolade, Inc.",ACCD,NASDAQ Global Select,22.0,"10,022,726","$220,499,972",2020-07-02,/market-activity/ipos/overview?dealId=819746-91824,0,0,0.0,None,0
1348,1357,BlueCity Holdings Ltd,BLCT,NASDAQ Global,16.0,"5,300,000","$84,800,000",2020-07-08,/market-activity/ipos/overview?dealId=1119981-92802,0,0,0.0,None,0
1349,1358,Therapeutics Acquisition Corp.,TXAC,NASDAQ Capital,10.0,"11,800,000","$118,000,000",2020-07-08,/market-activity/ipos/overview?dealId=1119948-92791,0,0,0.0,None,0
1350,1359,QUHUO Ltd,QH,NASDAQ Global,10.0,"3,300,000","$33,000,000",2020-07-10,/market-activity/ipos/overview?dealId=1119110-92658,0,0,0.0,None,0
1351,1360,"Poseida Therapeutics, Inc.",PSTX,NASDAQ Global Select,16.0,"14,000,000","$224,000,000",2020-07-10,/market-activity/ipos/overview?dealId=982447-92848,0,0,0.0,None,0
1352,1361,"Nkarta, Inc.",NKTX,NASDAQ Global Select,18.0,"14,000,000","$252,000,000",2020-07-10,/market-activity/ipos/overview?dealId=1095278-92838,0,0,0.0,None,0
1353,1362,Inventiva S.A.,IVA,NASDAQ Global,14.4,"7,478,261","$107,686,958",2020-07-10,/market-activity/ipos/overview?dealId=1120372-92843,0,0,0.0,None,0
1354,1363,PTK Acquisition Corp.,PTK'U,NYSE MKT,10.0,"10,000,000","$100,000,000",2020-07-13,/market-activity/ipos/overview?dealId=1119834-92767,0,0,0.0,None,0
1355,1364,Artius Acquisition Inc.,AACQU,NASDAQ Capital,10.0,"63,000,000","$630,000,000",2020-07-14,/market-activity/ipos/overview?dealId=1120753-92898,0,0,0.0,None,0
1356,1365,"NCINO, INC.",NCNO,NASDAQ Global Select,31.0,"8,060,000","$249,860,000",2020-07-14,/market-activity/ipos/overview?dealId=898341-92856,0,0,0.0,None,0
1357,1366,D8 Holdings Corp.,DEH'U,NYSE,10.0,"30,000,000","$300,000,000",2020-07-15,/market-activity/ipos/overview?dealId=1120965-92933,0,0,0.0,None,0
1358,1367,Malacca Straits Acquisition Co Ltd,MLACU,NASDAQ Capital,10.0,"12,500,000","$125,000,000",2020-07-15,/market-activity/ipos/overview?dealId=1120928-92911,0,0,0.0,None,0
1359,1368,"GoHealth, Inc.",GOCO,NASDAQ Global Select,21.0,"43,500,000","$913,500,000",2020-07-15,/market-activity/ipos/overview?dealId=1120303-92832,0,0,0.0,None,0
1360,1369,HPX Corp.,HPX'U,NYSE,10.0,"22,000,000","$220,000,000",2020-07-16,/market-activity/ipos/overview?dealId=1120944-92922,0,0,0.0,None,0
1361,1370,"Relay Therapeutics, Inc.",RLAY,NASDAQ Global,20.0,"20,000,000","$400,000,000",2020-07-16,/market-activity/ipos/overview?dealId=1120735-92894,0,0,0.0,None,0
1362,1371,ALX ONCOLOGY HOLDINGS INC,ALXO,NASDAQ Global Select,19.0,"8,500,000","$161,500,000",2020-07-17,/market-activity/ipos/overview?dealId=1120946-92924,0,0,0.0,None,0
1363,1372,Renalytix AI plc,RNLX,NASDAQ Global,13.5,"5,485,000","$74,047,500",2020-07-17,/market-activity/ipos/overview?dealId=1120737-92895,0,0,0.0,None,0
1364,1373,"Pandion Therapeutics, Inc.",PAND,NASDAQ Global Select,18.0,"7,500,000","$135,000,000",2020-07-17,/market-activity/ipos/overview?dealId=1114295-92932,0,0,0.0,None,0
1365,1374,Deerfield Healthcare Technology Acquisitions Corp.,DFHTU,NASDAQ Capital,10.0,"12,500,000","$125,000,000",2020-07-17,/market-activity/ipos/overview?dealId=1121197-92961,0,0,0.0,None,0
1366,1375,"Berkeley Lights, Inc.",BLI,NASDAQ Global Select,22.0,"8,100,000","$178,200,000",2020-07-17,/market-activity/ipos/overview?dealId=1008371-92923,0,0,0.0,None,0
1367,1376,"Pershing Square Tontine Holdings, Ltd.",PSTHU,NYSE,20.0,"200,000,000","$4,000,000,000",2020-07-22,/market-activity/ipos/overview?dealId=1120496-92857,0,0,0.0,None,0
1368,1377,Property Solutions Acquisition Corp.,PSACU,NASDAQ Capital,10.0,"20,000,000","$200,000,000",2020-07-22,/market-activity/ipos/overview?dealId=1121306-92979,0,0,0.0,None,0
1369,1378,Jamf Holding Corp.,JAMF,NASDAQ Global Select,26.0,"18,000,000","$468,000,000",2020-07-22,/market-activity/ipos/overview?dealId=1037257-92948,0,0,0.0,None,0
1370,1379,"Montrose Environmental Group, Inc.",MEG,NYSE,15.0,"10,000,000","$150,000,000",2020-07-23,/market-activity/ipos/overview?dealId=967379-92951,0,0,0.0,None,0
1371,1380,Skillful Craftsman Education Technology Ltd,EDTK,NASDAQ Capital,5.0,"3,000,000","$15,000,000",2020-07-23,/market-activity/ipos/overview?dealId=1115567-92220,0,0,0.0,None,0
1372,1381,East Resources Acquisition Co,ERESU,NASDAQ Capital,10.0,"30,000,000","$300,000,000",2020-07-23,/market-activity/ipos/overview?dealId=1121432-93015,0,0,0.0,None,0
1373,1382,"iTeos Therapeutics, Inc.",ITOS,NASDAQ Global,19.0,"10,586,316","$201,140,004",2020-07-24,/market-activity/ipos/overview?dealId=1114515-92896,0,0,0.0,None,0
1374,1383,"Inozyme Pharma, Inc.",INZY,NASDAQ Global Select,16.0,"7,000,000","$112,000,000",2020-07-24,/market-activity/ipos/overview?dealId=1011886-92990,0,0,0.0,None,0
1375,1384,Greencity Acquisition Corp,GRCYU,NASDAQ Capital,10.0,"4,000,000","$40,000,000",2020-07-24,/market-activity/ipos/overview?dealId=1120335-92834,0,0,0.0,None,0
1376,1385,Ascendant Digital Acquisition Corp.,ACNDU,NYSE,10.0,"36,000,000","$360,000,000",2020-07-24,/market-activity/ipos/overview?dealId=1121329-92980,0,0,0.0,None,0
1377,1386,"Annexon, Inc.",ANNX,NASDAQ Global Select,17.0,"14,750,000","$250,750,000",2020-07-24,/market-activity/ipos/overview?dealId=862369-93016,0,0,0.0,None,0
1378,1387,"Nurix Therapeutics, Inc.",NRIX,NASDAQ Global,19.0,"11,000,000","$209,000,000",2020-07-24,/market-activity/ipos/overview?dealId=882030-92993,0,0,0.0,None,0
1379,1388,ACE Convergence Acquisition Corp.,ACEVU,NASDAQ Capital,10.0,"20,000,000","$200,000,000",2020-07-28,/market-activity/ipos/overview?dealId=1121564-93035,0,0,0.0,None,0
1380,1389,"Vertex, Inc.",VERX,NASDAQ Global,19.0,"21,150,000","$401,850,000",2020-07-29,/market-activity/ipos/overview?dealId=1121387-92995,0,0,0.0,None,0
1381,1390,Churchill Capital Corp IV,CCIVU,NYSE,10.0,"180,000,000","$1,800,000,000",2020-07-30,/market-activity/ipos/overview?dealId=1122415-93105,0,0,0.0,None,0
1382,1391,Li Auto Inc.,LI,NASDAQ Global Select,11.5,"95,000,000","$1,092,500,000.00",2020-07-30,/market-activity/ipos/overview?dealId=1122101-93076,0,0,0.0,None,0
1383,1392,"Allovir, Inc.",ALVR,NASDAQ Global Select,17.0,"16,250,000","$276,250,000",2020-07-30,/market-activity/ipos/overview?dealId=1065716-93028,0,0,0.0,None,0
1384,1393,Vasta Platform Ltd,VSTA,NASDAQ Global Select,19.0,"18,575,492","$352,934,348",2020-07-31,/market-activity/ipos/overview?dealId=1121456-93023,0,0,0.0,None,0
1385,1394,"Vital Farms, Inc.",VITL,NASDAQ Global Select,22.0,"9,303,977","$204,687,494",2020-07-31,/market-activity/ipos/overview?dealId=909374-93058,0,0,0.0,None,0
1386,1395,CC Neuberger Principal Holdings II,PRPBU,NYSE,10.0,"72,000,000","$720,000,000",2020-07-31,/market-activity/ipos/overview?dealId=1122558-93116,0,0,0.0,None,0
1387,1396,NewHold Investment Corp.,NHICU,NASDAQ Capital,10.0,"15,000,000","$150,000,000",2020-07-31,/market-activity/ipos/overview?dealId=1122115-93083,0,0,0.0,None,0
1388,1397,1847 Goedeker Inc.,GOED,NYSE MKT,9.0,"1,111,200","$10,000,800",2020-07-31,/market-activity/ipos/overview?dealId=1115447-92206,0,0,0.0,None,0
1389,1398,E.Merge Technology Acquisition Corp.,ETACU,NASDAQ Capital,10.0,"52,200,000","$522,000,000",2020-07-31,/market-activity/ipos/overview?dealId=1122265-93092,0,0,0.0,None,0
1390,1399,Fathom Holdings Inc.,FTHM,NASDAQ Capital,10.0,"3,430,000","$34,300,000",2020-07-31,/market-activity/ipos/overview?dealId=1067931-91483,0,0,0.0,None,0
